Species,scientific_name,name,family
MED,Menticirrhus undulatus,California kingcroaker,Sciaenidae
KGF,Menticirrhus saxatilis,Northern kingfish,Sciaenidae
KGG,Menticirrhus littoralis,Gulf kingcroaker,Sciaenidae
KIX,Menticirrhus spp,Kingcroakers nei,Sciaenidae
THZ,Pentheroscion mbizi,,Sciaenidae
OTW,Protosciaena trewavasae,New Grenada drum,Sciaenidae
SXF,Sonorolux fluminis,Estuary croaker,Sciaenidae
COB,Umbrina cirrosa,Shi drum,Sciaenidae
CKY,Umbrina canosai,Argentine croaker,Sciaenidae
UMC,Umbrina coroides,Sand drum,Sciaenidae
UMR,Umbrina roncador,Yellowfin drum,Sciaenidae
UMX,Umbrina xanti,Polla drum,Sciaenidae
UCA,Umbrina canariensis,Canary drum(=Baardman),Sciaenidae
UMO,Umbrina ronchus,Fusca drum,Sciaenidae
UMS,Umbrina steindachneri,Steindachner's drum,Sciaenidae
UMB,Umbrina broussonnetii,Striped drum,Sciaenidae
UBS,Umbrina spp,Drums nei,Sciaenidae
JOB,Johnius belangerii,Belanger's croaker,Sciaenidae
JOC,Johnius coitor,Coitor croaker,Sciaenidae
JOU,Johnius dussumieri,Sin croaker,Sciaenidae
JOT,Johnius trachycephalus,Leaftail croaker,Sciaenidae
JOA,Johnius amblycephalus,Bearded croaker,Sciaenidae
JCS,Johnius borneensis,Sharpnose hammer croaker,Sciaenidae
JCT,Johnius carutta,Karut croaker,Sciaenidae
JOX,Johnius spp,,Sciaenidae
WKK,Macrodon ancylodon,King weakfish,Sciaenidae
MGR,Argyrosomus regius,Meagre,Sciaenidae
RYJ,Argyrosomus japonicus,Japanese meagre,Sciaenidae
KOB,Argyrosomus hololepidotus,Southern meagre(=Mulloway),Sciaenidae
RGH,Argyrosomus thorpei,Squaretail kob,Sciaenidae
RYY,Argyrosomus amoyensis,Amoy croaker,Sciaenidae
QXN,Argyrosomus heinii,Arabian sea meagre,Sciaenidae
RXY,Argyrosomus spp,Meagres nei,Sciaenidae
AWE,Atractoscion aequidens,Geelbek croaker,Sciaenidae
WEW,Atractoscion nobilis,White weakfish,Sciaenidae
ELH,Elattarchus archidium,Bluestreak drum,Sciaenidae
EQA,Equetus acuminatus,High-hat,Sciaenidae
EQL,Equetus lanceolatus,Jack-knifefish,Sciaenidae
KIC,Genyonemus lineatus,White croaker,Sciaenidae
LRV,Larimus acclivis,Steeplined drum,Sciaenidae
LRR,Larimus argenteus,Silver drum,Sciaenidae
LRJ,Larimus breviceps,Shorthead drum,Sciaenidae
LRF,Larimus effulgens,Shining drum,Sciaenidae
LSI,Larimus pacificus,Pacific drum,Sciaenidae
DRS,Pteroscion peli,Boe drum,Sciaenidae
NBM,Nebris microps,Smalleye croaker,Sciaenidae
NBO,Nebris occidentalis,Pacific smalleye croaker,Sciaenidae
OHD,Ophioscion adustus,,Sciaenidae
OHP,Ophioscion punctatissimus,Spotted croaker,Sciaenidae
LKR,Otolithes ruber,Tigertooth croaker,Sciaenidae
OTB,Otolithoides biauritus,Bronze croaker,Sciaenidae
OTD,Otolithoides pama,Pama croaker,Sciaenidae
RLB,Paralonchurus brasiliensis,Banded croaker,Sciaenidae
PDR,Paralonchurus peruanus,Peruvian banded croaker,Sciaenidae
RLE,Paralonchurus elegans,Blackfin croaker,Sciaenidae
RLQ,Paralonchurus dumerilii,Suco croaker,Sciaenidae
LGT,Plagioscion auratus,Black curbinata,Sciaenidae
LGQ,Plagioscion squamosissimus,South American silver croaker,Sciaenidae
LGN,Plagioscion surinamensis,Pacora,Sciaenidae
BDM,Pogonias cromis,Black drum,Sciaenidae
EFF,Stellifer fuerthii,White stardrum,Sciaenidae
EFL,Stellifer lanceolatus,American stardrum,Sciaenidae
EFM,Stellifer microps,Smalleye stardrum,Sciaenidae
EFI,Stellifer minor,Minor stardrum,Sciaenidae
EFO,Stellifer oscitans,Yawning stardrum,Sciaenidae
EFS,Stellifer stellifer,,Sciaenidae
FFY,Stellifer ericymba,Hollow stardrum,Sciaenidae
EFR,Stellifer rastrifer,Rake stardrum,Sciaenidae
FYX,Stellifer spp,,Sciaenidae
BIH,Bairdiella ronchus,Ground croaker,Sciaenidae
ODX,Odontoscion xanthops,Yelloweye croaker,Sciaenidae
YED,Nibea albiflora,Yellow drum,Sciaenidae
NBA,Nibea maculata,Blotched croaker,Sciaenidae
HOC,Nibea mitsukurii,Honnibe croaker,Sciaenidae
NBS,Nibea semifasciata,Sharpnose croaker,Sciaenidae
NDK,Nibea soldado,Soldier croaker,Sciaenidae
ZND,Nibea coibor,,Sciaenidae
OLD,Collichthys lucidus,,Sciaenidae
OLN,Collichthys niveatus,,Sciaenidae
LYC,Larimichthys croceus,Large yellow croaker,Sciaenidae
CRY,Larimichthys polyactis,Yellow croaker,Sciaenidae
ISR,Isopisthus remifer,Silver weakfish,Sciaenidae
ISA,Isopisthus parvipinnis,Bigtooth corvina,Sciaenidae
SPT,Leiostomus xanthurus,Spot croaker,Sciaenidae
HIS,Cheilotrema saturnum,Black croaker,Sciaenidae
YPD,Pachypops adspersus,Brazilian croaker,Sciaenidae
YPT,Pachypops trifilis,,Sciaenidae
YPF,Pachypops fourcroi,Guyanan croaker,Sciaenidae
RCS,Roncador stearnsii,Spotfin croaker,Sciaenidae
RDM,Sciaenops ocellatus,Red drum,Sciaenidae
EHU,Seriphus politus,Queen croaker,Sciaenidae
CKL,Pseudotolithus senegallus,Law croaker,Sciaenidae
PSS,Pseudotolithus senegalensis,Cassava croaker,Sciaenidae
PTY,Pseudotolithus typus,Longneck croaker,Sciaenidae
UDM,Pseudotolithus moorii,Cameroon croaker,Sciaenidae
PSE,Pseudotolithus elongatus,Bobo croaker,Sciaenidae
QCK,Pseudotolithus epipercus,Guinea croaker,Sciaenidae
CKW,Pseudotolithus spp,West African croakers nei,Sciaenidae
ENU,Dendrophysa russelii,Goatee croaker,Sciaenidae
ERJ,Aspericorvina jubata,Prickly croaker,Sciaenidae
CRL,Atrobucca nibe,Blackmouth croaker,Sciaenidae
BHC,Bahaba chaptis,Chaptis bahaba,Sciaenidae
BHJ,Bahaba taipingensis,Chinese bahaba,Sciaenidae
HRR,Chrysochir aureus,Reeve's croaker,Sciaenidae
AYI,Daysciaena albida,Bengal corvina,Sciaenidae
KAA,Kathala axillaris,Kathala croaker,Sciaenidae
NAM,Panna microdon,Panna croaker,Sciaenidae
CRV,Pennahia argentata,Silver croaker,Sciaenidae
NHM,Pennahia macrocephalus,Big-head pennah croaker,Sciaenidae
NHW,Pennahia pawak,Pawak croaker,Sciaenidae
NHK,Pennahia anea,Donkey croaker,Sciaenidae
NHX,Pennahia spp,,Sciaenidae
OTI,Protonibea diacanthus,Blackspotted croaker,Sciaenidae
USL,Pterotolithus lateoides,Bigmouth croaker,Sciaenidae
USM,Pterotolithus maculatus,Blotched tiger-toothed croaker,Sciaenidae
IAG,Cilus gilberti,Corvina drum,Sciaenidae
CDX,Sciaenidae,"Croakers, drums nei",Sciaenidae
WTM,Wattsia mossambica,Mozambique large-eye bream,Lethrinidae
GXR,Gnathodentex aureolineatus,Striped large-eye bream,Lethrinidae
GMR,Gymnocranius griseus,Grey large-eye bream,Lethrinidae
GME,Gymnocranius frenatus,Yellowsnout large-eye bream,Lethrinidae
GMQ,Gymnocranius euanus,Japanese large-eye bream,Lethrinidae
GMW,Gymnocranius grandoculis,Blue-lined large-eye bream,Lethrinidae
LBR,Gymnocranius spp,Largeeye breams,Lethrinidae
LHN,Lethrinus nebulosus,Spangled emperor,Lethrinidae
LTN,Lethrinus atlanticus,Atlantic emperor,Lethrinidae
LTY,Lethrinus erythropterus,Longfin emperor,Lethrinidae
LTK,Lethrinus harak,Thumbprint emperor,Lethrinidae
LTQ,Lethrinus mahsena,Sky emperor,Lethrinidae
LHR,Lethrinus reticulatus,Red snout emperor,Lethrinidae
LHV,Lethrinus variegatus,Slender emperor,Lethrinidae
LTT,Lethrinus atkinsoni,Pacific yellowtail emperor,Lethrinidae
LTE,Lethrinus enigmaticus,Blackeye emperor,Lethrinidae
LTI,Lethrinus laticaudis,Grass emperor,Lethrinidae
LTS,Lethrinus lentjan,Pink ear emperor,Lethrinidae
LEN,Lethrinus microdon,Smalltooth emperor,Lethrinidae
LHI,Lethrinus miniatus,Trumpet emperor,Lethrinidae
LHO,Lethrinus olivaceus,Longface emperor,Lethrinidae
LHB,Lethrinus rubrioperculatus,Spotcheek emperor,Lethrinidae
LLB,Lethrinus amboinensis,Ambon emperor,Lethrinidae
LXE,Lethrinus erythracanthus,Orange-spotted emperor,Lethrinidae
LWO,Lethrinus obsoletus,Orange-striped emperor,Lethrinidae
LQO,Lethrinus ornatus,Ornate emperor,Lethrinidae
LXN,Lethrinus xanthochilus,Yellowlip emperor,Lethrinidae
LBW,Lethrinus borbonicus,Snubnose emperor,Lethrinidae
ICZ,Lethrinus crocineus,Yellowtail emperor,Lethrinidae
IDW,Lethrinus genivittatus,Longspine emperor,Lethrinidae
JBO,Lethrinus conchyliatus,Redaxil emperor,Lethrinidae
LZX,Lethrinus spp,,Lethrinidae
MXG,Monotaxis grandoculis,Humpnose big-eye bream,Lethrinidae
EMP,Lethrinidae,Emperors(=Scavengers) nei,Lethrinidae
BOJ,Boopsoidea inornata,Fransmadam,Sparidae
GMV,Gymnocrotaphus curvidens,Janbruin,Sparidae
VXA,Virididentex acromegalus,Bulldog dentex,Sparidae
SBR,Pagellus bogaraveo,Blackspot(=red) seabream,Sparidae
PAC,Pagellus erythrinus,Common pandora,Sparidae
SBA,Pagellus acarne,Axillary seabream,Sparidae
PAR,Pagellus bellottii,Red pandora,Sparidae
SXB,Pagellus affinis,Arabian pandora,Sparidae
QVO,Pagellus natalensis,Natal pandora,Sparidae
PAX,Pagellus spp,Pandoras nei,Sparidae
DIG,Diplodus argenteus,South American silver porgy,Sparidae
ANN,Diplodus annularis,Annular seabream,Sparidae
SWA,Diplodus sargus,White seabream,Sparidae
CTB,Diplodus vulgaris,Common two-banded seabream,Sparidae
SBZ,Diplodus cervinus,Zebra seabream,Sparidae
SHR,Diplodus puntazzo,Sharpsnout seabream,Sparidae
DIH,Diplodus holbrooki,Spottail seabream,Sparidae
DIJ,Diplodus fasciatus,Banded seabream,Sparidae
SWJ,Diplodus noct,Red Sea seabream,Sparidae
DHQ,Diplodus bellottii,Senegal seabream,Sparidae
DHY,Diplodus prayensis,Two-banded seabream,Sparidae
SRG,Diplodus spp,Sargo breams nei,Sparidae
CFT,Calamus taurinus,Galapagos porgy,Sparidae
CFN,Calamus arctifrons,Grass porgy,Sparidae
CBD,Calamus bajonado,Jolthead porgy,Sparidae
CKQ,Calamus brachysomus,Pacific porgy,Sparidae
CMV,Calamus calamus,Saucereye porgy,Sparidae
CFO,Calamus proridens,Littlehead porgy,Sparidae
CFE,Calamus penna,Sheepshead porgy,Sparidae
PRG,Calamus spp,Porgies,Sparidae
DEP,Dentex gibbosus,Pink dentex,Sparidae
DEL,Dentex macrophthalmus,Large-eye dentex,Sparidae
DEN,Dentex canariensis,Canary dentex,Sparidae
DEC,Dentex dentex,Common dentex,Sparidae
DEA,Dentex angolensis,Angolan dentex,Sparidae
DNC,Dentex congoensis,Congo dentex,Sparidae
DEM,Dentex maroccanus,Morocco dentex,Sparidae
DTT,Dentex tumifrons,Yellowback seabream,Sparidae
DTF,Dentex barnardi,Barnard dentex,Sparidae
DEX,Dentex spp,Dentex nei,Sparidae
BRB,Spondyliosoma cantharus,Black seabream,Sparidae
STJ,Spondyliosoma emarginatum,Steentjie seabream,Sparidae
SBS,Oblada melanura,Saddled seabream,Sparidae
SPH,Archosargus probatocephalus,Sheepshead,Sparidae
AVB,Archosargus rhomboidalis,Western Atlantic seabream,Sparidae
KBR,Argyrops spinifer,King soldier bream,Sparidae
KBB,Argyrops bleekeri,Taiwan tai,Sparidae
KBK,Argyrops filamentosus,Soldierbream,Sparidae
SLF,Argyrozona argyrozona,Carpenter seabream,Sparidae
SLD,Cheimerius nufar,Santer seabream,Sparidae
CYM,Cymatoceps nasutus,Black musselcracker,Sparidae
BSC,Pagrus caeruleostictus,Bluespotted seabream,Sparidae
RPG,Pagrus pagrus,Red porgy,Sparidae
REA,Pagrus auriga,Redbanded seabream,Sparidae
GSU,Pagrus auratus,Silver seabream,Sparidae
REV,Pagrus major,Japanese seabream,Sparidae
QCQ,Pagrus africanus,Southern common seabream,Sparidae
SBP,Pagrus spp,Pargo breams nei,Sparidae
RER,Petrus rupestris,Red steenbras,Sparidae
OTA,Porcostoma dentata,Dane seabream,Sparidae
PGA,Pterogymnus laniarius,Panga seabream,Sparidae
WSN,Rhabdosargus globiceps,White stumpnose,Sparidae
RSS,Rhabdosargus sarba,Goldlined seabream,Sparidae
ROH,Rhabdosargus holubi,Cape stumpnose,Sparidae
RTH,Rhabdosargus thorpei,Bigeye stumpnose,Sparidae
RXS,Rhabdosargus haffara,Haffara seabream,Sparidae
UZX,Rhabdosargus spp,Stumpnoses nei,Sparidae
SDE,Sparodon durbanensis,Musselcracker seabream,Sparidae
SBG,Sparus aurata,Gilthead seabream,Sparidae
BOG,Boops boops,Bogue,Sparidae
DAR,Chrysoblephus cristiceps,Daggerhead seabream,Sparidae
ROM,Chrysoblephus laticeps,Roman seabream,Sparidae
RSN,Chrysoblephus gibbiceps,Red stumpnose seabream,Sparidae
ENG,Chrysoblephus anglicus,Englishman seabream,Sparidae
SLL,Chrysoblephus puniceus,Slinger seabream,Sparidae
QUT,Chrysoblephus lophus,False red stumpnose,Sparidae
RSX,Chrysoblephus spp,Daggerhead breams nei,Sparidae
CWC,Crenidens crenidens,Karanteen seabream,Sparidae
SNW,Lithognathus lithognathus,White steenbras,Sparidae
SSB,Lithognathus mormyrus,Sand steenbras,Sparidae
SBW,Lithognathus aureti,West coast seabream,Sparidae
STW,Lithognathus spp,Steenbrasses nei,Sparidae
HOT,Pachymetopon aeneum,Blue hottentot,Sparidae
YTG,Pachymetopon grande,Bronze seabream,Sparidae
HOB,Pachymetopon blochii,Hottentot seabream,Sparidae
CPP,Pachymetopon spp,Copper breams(=Hottentots) nei,Sparidae
SCM,Polysteganus praeorbitalis,Scotsman seabream,Sparidae
SEV,Polysteganus undulosus,Seventyfour seabream,Sparidae
SBU,Polysteganus coeruleopunctatus,Blueskin seabream,Sparidae
QXR,Polysteganus baissaci,Frenchman seabream,Sparidae
PLY,Polysteganus spp,Polystegan seabreams nei,Sparidae
SLM,Sarpa salpa,Salema,Sparidae
EVD,Evynnis cardinalis,Threadfin porgy,Sparidae
ENJ,Evynnis japonica,Crimson seabream,Sparidae
EVY,Evynnis spp,,Sparidae
SZH,Sparidentex hasta,Sobaity seabream,Sparidae
MLB,Acanthopagrus berda,Goldsilk seabream,Sparidae
AKU,Acanthopagrus australis,Surf bream,Sparidae
AKB,Acanthopagrus butcheri,,Sparidae
MLM,Acanthopagrus schlegeli,Blackhead seabream,Sparidae
YWF,Acanthopagrus latus,Yellowfin seabream,Sparidae
AAB,Acanthopagrus bifasciatus,Twobar seabream,Sparidae
AWU,Acanthopagrus arabicus,Arabian yellowfin seabream,Sparidae
SCP,Stenotomus chrysops,Scup,Sparidae
SOH,Stenotomus caprinus,Longspine porgy,Sparidae
LGO,Lagodon rhomboides,Pinfish,Sparidae
OYE,Polyamblyodon germanum,German seabream,Sparidae
QDL,Polyamblyodon gibbosum,Knife-back seabream,Sparidae
SBX,Sparidae,"Porgies, seabreams nei",Sparidae
BPI,Spicara maena,Blotched picarel,Centracanthidae
SPC,Spicara smaris,Picarel,Centracanthidae
TAC,Spicara melanurus,Blackspot picarel,Centracanthidae
QZU,Spicara alta,Bigeye picarel,Centracanthidae
QLJ,Spicara nigricauda,Blacktail picarel,Centracanthidae
PIC,Spicara spp,Picarels nei,Centracanthidae
EHI,Centracanthus cirrus,Curled picarel,Centracanthidae
CEZ,Centracanthidae,"Picarels, etc. nei",Centracanthidae
UPL,Upeneichthys lineatus,Blue-striped mullet,Mullidae
MUR,Mullus surmuletus,Surmullet,Mullidae
MUT,Mullus barbatus,Red mullet,Mullidae
MWU,Mullus argentinae,Argentine goatfish,Mullidae
MUX,Mullus spp,Surmullets(=Red mullets) nei,Mullidae
MUV,Mulloidichthys flavolineatus,Yellowstripe goatfish,Mullidae
YJG,Mulloidichthys vanicolensis,Yellowfin goatfish,Mullidae
YMZ,Mulloidichthys martinicus,Yellow goatfish,Mullidae
YYP,Mulloidichthys pfluegeri,Orange goatfish,Mullidae
RPB,Parupeneus trifasciatus,Doublebar goatfish,Mullidae
RPY,Parupeneus cyclostomus,Gold-saddle goatfish,Mullidae
RPF,Parupeneus forsskali,Red Sea goatfish,Mullidae
RPO,Parupeneus macronema,Long-barbel goatfish,Mullidae
RPK,Parupeneus multifasciatus,Manybar goatfish,Mullidae
RPL,Parupeneus pleurostigma,Sidespot goatfish,Mullidae
RPH,Parupeneus porphyreus,,Mullidae
RFQ,Parupeneus indicus,Indian goatfish,Mullidae
RFP,Parupeneus barberinus,Dash-and-dot goatfish,Mullidae
RQF,Parupeneus heptacanthus,Cinnabar goatfish,Mullidae
QZJ,Parupeneus margaritatus,Pearly goatfish,Mullidae
QZI,Parupeneus ciliatus,Whitesaddle goatfish,Mullidae
QZH,Parupeneus rubescens,Rosy goatfish,Mullidae
RPX,Parupeneus spp,,Mullidae
UPM,Upeneus moluccensis,Goldband goatfish,Mullidae
UPS,Upeneus sulphureus,Sulphur goatfish,Mullidae
UPU,Upeneus sundaicus,Ochrebanded goatfish,Mullidae
UPT,Upeneus tragula,Freckled goatfish,Mullidae
UPI,Upeneus vittatus,Yellowstriped goatfish,Mullidae
UPP,Upeneus parvus,Dwarf goatfish,Mullidae
UPG,Upeneus arge,Band-tail goatfish,Mullidae
UPH,Upeneus pori,Por's goatfish,Mullidae
UBZ,Upeneus asymmetricus,Asymmetrical goatfish,Mullidae
UCV,Upeneus doriae,Gilded goatfish,Mullidae
UCW,Upeneus japonicus,Bensasi goatfish,Mullidae
GOX,Upeneus spp,Goatfishes,Mullidae
GOA,Pseudupeneus prayensis,West African goatfish,Mullidae
UDU,Pseudupeneus maculatus,Spotted goatfish,Mullidae
MUM,Mullidae,"Goatfishes, red mullets nei",Mullidae
EHN,Echeneis naucrates,Live sharksucker,Echeneidae
HTL,Phtheirichthys lineatus,Slender suckerfish,Echeneidae
REY,Remora brachyptera,Spearfish remora,Echeneidae
REO,Remora remora,Shark sucker,Echeneidae
REZ,Remora osteochir,Marlin sucker,Echeneidae
REM,Remora spp,Shark suckers,Echeneidae
RRL,Remorina albescens,White suckerfish,Echeneidae
ECN,Echeneidae,"Suckerfishes, remoras nei",Echeneidae
GAJ,Dichistius capensis,Galjoen,Dichistiidae
JCU,Dichistius multifasciatus,Banded galjoen,Dichistiidae
COT,Dichistiidae,Galjoens nei,Dichistiidae
TXC,Toxotes chatareus,Spotted archerfish,Toxotidae
TXJ,Toxotes jaculatrix,Banded archerfish,Toxotidae
TXM,Toxotes microlepis,Smallscale archerfish,Toxotidae
MOU,Monodactylus argenteus,Silver moony,Monodactylidae
QBS,Monodactylus sebae,African moony,Monodactylidae
QNV,Monodactylus falciformis,Full moony,Monodactylidae
HVT,Schuettea scalaripinnis,Eastern pomfred,Monodactylidae
PQE,Parequula melbournensis,Silverbelly,Gerreidae
GEH,Gerres setifer,,Gerreidae
GEV,Gerres abbreviatus,Deep-bodied mojarra,Gerreidae
GEF,Gerres filamentosus,Whipfin silver-biddy,Gerreidae
GET,Gerres poieti,Strongspine silver-biddy,Gerreidae
GEN,Gerres cinereus,Yellow fin mojarra,Gerreidae
GEJ,Gerres oyena,Common silver-biddy,Gerreidae
GEO,Gerres oblongus,Slender silver-biddy,Gerreidae
GEZ,Gerres nigri,Guinean striped mojarra,Gerreidae
GFF,Gerres methueni,Striped silver biddy,Gerreidae
GTV,Gerres longirostris,Longtail silverbiddy,Gerreidae
GTZ,Gerres limbatus,Saddleback silver-biddy,Gerreidae
MOJ,Gerres spp,Mojarras(=Silver-biddies) nei,Gerreidae
DUT,Diapterus auratus,Irish mojarra,Gerreidae
DUX,Diapterus spp,,Gerreidae
ECW,Eucinostomus dowii,Dow's mojarra,Gerreidae
UUZ,Eucinostomus currani,Pacific flagfin mojarra,Gerreidae
MFF,Eucinostomus melanopterus,Flagfin mojarra,Gerreidae
EDX,Eucinostomus spp,,Gerreidae
EGX,Eugerres axillaris,Black axillary mojarra,Gerreidae
PJL,Pentaprion longimanus,Longfin mojarra,Gerreidae
GDJ,Gerreidae,"Mojarras, etc. nei",Gerreidae
YPU,Atypichthys latus,Eastern footballer,Kyphosidae
YSC,Bathystethus cultratus,Grey knifefish,Kyphosidae
GIM,Girella simplicidens,Gulf opal eye,Kyphosidae
GIY,Girella tricuspidata,Parore,Kyphosidae
GIQ,Girella nigricans,Opaleye,Kyphosidae
LAV,Labracoglossa argentiventris,,Kyphosidae
MDA,Medialuna californiensis,Halfmoon,Kyphosidae
MIR,Microcanthus strigatus,Stripey,Kyphosidae
NYO,Neatypus obliquus,Western footballer,Kyphosidae
OIE,Scorpis aequipinnis,Sea sweep,Kyphosidae
OIV,Scorpis violacea,Blue maomao,Kyphosidae
VIX,Vinculum sexfasciatum,Moonlighter,Kyphosidae
KYC,Kyphosus cinerascens,Blue sea chub,Kyphosidae
KIN,Kyphosus analogus,Blue-bronze sea chub,Kyphosidae
KYE,Kyphosus elegans,Cortez sea chub,Kyphosidae
KYI,Kyphosus incisor,Yellow sea chub,Kyphosidae
KYS,Kyphosus sectatrix,Bermuda sea chub,Kyphosidae
KYB,Kyphosus bigibbus,Brown chub,Kyphosidae
KYV,Kyphosus vaigiensis,Brassy chub,Kyphosidae
KYP,Kyphosus spp,Kyphosus sea chubs nei,Kyphosidae
NSH,Neoscorpis lithophilus,Stone-bream,Kyphosidae
HRZ,Hermosilla azurea,Zebra- perch sea chub,Kyphosidae
ECO,Sectator ocyurus,Bluestriped chub,Kyphosidae
KYX,Kyphosidae,Sea chubs nei,Kyphosidae
RCE,Parapriacanthus elongatus,Slender bullseye,Pempheridae
MHD,Pempheris adspersus,,Pempheridae
MHL,Pempheris oualensis,Silver sweeper,Pempheridae
MHI,Pempheris poeyi,Curved sweeper,Pempheridae
MHV,Pempheris vanicolensis,Vanikoro sweeper,Pempheridae
SPS,Drepane punctata,Spotted sicklefish,Drepaneidae
SIC,Drepane africana,African sicklefish,Drepaneidae
DRL,Drepane longimana,Concertina fish,Drepaneidae
DRZ,Drepane spp,Sicklefishes nei,Drepaneidae
MPH,Amphichaetodon howensis,Lord Howe Island butterflyfish,Chaetodontidae
HLJ,Chelmon muelleri,Blackfin coralfish,Chaetodontidae
HNT,Chelmon rostratus,Copperband butterflyfish,Chaetodontidae
HNK,Chelmonops truncatus,Truncate coralfish,Chaetodontidae
CDV,Coradion altivelis,Highfin coralfish,Chaetodontidae
HTJ,Hemitaurichthys polylepis,Pyramid butterflyfish,Chaetodontidae
JON,Johnrandallia nigrirostris,Blacknosed butterflyfish,Chaetodontidae
RCC,Parachaetodon ocellatus,Sixspine butterflyfish,Chaetodontidae
ROD,Prognathodes dichrous,Bicolor butterflyfish,Chaetodontidae
QZF,Prognathodes marcellae,,Chaetodontidae
HTP,Chaetodon capistratus,Foureye butterflyfish,Chaetodontidae
HTI,Chaetodon humeralis,Threebanded butterflyfish,Chaetodontidae
HTS,Chaetodon striatus,Banded butterflyfish,Chaetodontidae
HTH,Chaetodon hoefleri,Four-banded butterflyfish,Chaetodontidae
HTE,Chaetodon aureofasciatus,Golden butterflyfish,Chaetodontidae
IBM,Chaetodon speculum,Mirror butterflyfish,Chaetodontidae
IBT,Chaetodon trifascialis,Chevron butterflyfish,Chaetodontidae
IVW,Chaetodon collare,Redtail butterflyfish,Chaetodontidae
IVY,Chaetodon gardineri,Gardner's butterflyfish,Chaetodontidae
IWA,Chaetodon melapterus,Arabian butterflyfish,Chaetodontidae
IWB,Chaetodon nigropunctatus,Black-spotted butterflyfish,Chaetodontidae
IWC,Chaetodon vagabundus,Vagabond butterflyfish,Chaetodontidae
IWZ,Chaetodon lunula,Raccoon butterflyfish,Chaetodontidae
IWP,Chaetodon auriga,Threadfin butterflyfish,Chaetodontidae
IHX,Chaetodon spp,Butterflyfishes nei,Chaetodontidae
HNM,Heniochus acuminatus,Pennant coralfish,Chaetodontidae
GZS,Heniochus monoceros,Masked bannerfish,Chaetodontidae
FGF,Forcipiger flavissimus,Longnose butterfly fish,Chaetodontidae
IVZ,Roa jayakari,Indian barred butterflyfish,Chaetodontidae
BUS,Chaetodontidae,Butterflyfishes,Chaetodontidae
EOA,Enoplosus armatus,Old wife,Enoplosidae
ESQ,Enoplosus spp,Old wife fishes,Enoplosidae
BLG,Bathyclupea argentea,,Bathyclupeidae
CFG,Caristius groenlandicus,,Caristiidae
CMZ,Caristius macropus,Manefish,Caristiidae
CWN,Caristius spp,Manefishes nei,Caristiidae
AFZ,Afronandus sheljuzhkoi,Fourspine leaffish,Nandidae
RIS,Pristolepis fasciata,Malayan leaffish,Nandidae
NAA,Nandus nandus,Gangetic leaffish,Nandidae
OLE,Polycentropsis abbreviata,African leaffish,Nandidae
BDB,Badis badis,Badis,Nandidae
MNN,Monocirrhus polyacanthus,Amazon leaffish,Nandidae
EVI,Evistias acutirostris,Striped boarfish,Pentacerotidae
HIT,Histiopterus typus,Sailfin armourhead,Pentacerotidae
PZH,Parazanclistius hutchinsi,Short boarfish,Pentacerotidae
RIG,Paristiopterus gallipavo,Yellowspotted boarfish,Pentacerotidae
SWH,Paristiopterus labiosus,Giant boarfish,Pentacerotidae
ENV,Pentaceropsis recurvirostris,Longsnout boarfish,Pentacerotidae
ENE,Pentaceros capensis,Cape armourhead,Pentacerotidae
EMV,Pentaceros decacanthus,Bigspined boarfish,Pentacerotidae
EDR,Pseudopentaceros richardsoni,Pelagic armourhead,Pentacerotidae
EDQ,Pseudopentaceros pectoralis,Longfin armorhead,Pentacerotidae
EDJ,Pseudopentaceros wheeleri,Slender armorhead,Pentacerotidae
EDW,Pseudopentaceros spp,Pelagic armourheads nei,Pentacerotidae
ZAL,Zanclistius elevatus,Longfin boarfish,Pentacerotidae
OLF,Oplegnathus fasciatus,,Oplegnathidae
QUP,Oplegnathus conwayi,Cape knifejaw,Oplegnathidae
QVL,Oplegnathus robinsoni,Natal knifejaw,Oplegnathidae
QOP,Oplegnathus punctatus,Spotted knifejaw,Oplegnathidae
OJX,Oplegnathus spp,,Oplegnathidae
AIE,Alticorpus macrocleithrum,,Cichlidae
AGV,Altolamprologus calvus,,Cichlidae
AII,Amphilophus citrinellus,Midas cichlid,Cichlidae
AKT,Anomalochromis thomasi,,Cichlidae
GDS,Apistogrammoides pucallpaensis,,Cichlidae
HOK,Archocentrus centrarchus,Flier cichlid,Cichlidae
RKC,Aristochromis christyi,,Cichlidae
RTT,Asprotilapia leptura,,Cichlidae
ULD,Aulonocara auditor,,Cichlidae
ULW,Aulonocranus dewindti,,Cichlidae
BCK,Baileychromis centropomoides,,Cichlidae
BMI,Benthochromis tricoti,,Cichlidae
BMP,Biotodoma cupido,Greenstreaked eartheater,Cichlidae
BIE,Biotoecus opercularis,,Cichlidae
BEJ,Boulengerochromis microlepis,Giant cichlid,Cichlidae
BMN,Buccochromis atritaeniatus,,Cichlidae
BJC,Bujurquina cordemadi,,Cichlidae
LHP,Callochromis macrops,,Cichlidae
RCM,Caprichromis liemi,,Cichlidae
AQK,Caquetaia kraussii,,Cichlidae
DXS,Cardiopharynx schoutedeni,,Cichlidae
BJA,Chaetobranchopsis australis,,Cichlidae
TBF,Chaetobranchus flavescens,,Cichlidae
HNH,Chalinochromis brichardi,,Cichlidae
HSE,Champsochromis caeruleus,,Cichlidae
HHH,Cheilochromis euchilus,,Cichlidae
